tiempo [s],Voltaje [V],corriente [A]
0,4.2,0
0.0602678571428571,4.03950597272829,4.60953178286191
0.180803571428571,3.99667267560754,7
0.421875,3.99446730664196,7
0.904017857142857,3.99041595449618,7
1.86830357142857,3.98342767554367,7
3.796875,3.97227147085181,7
7.65401785714286,3.95591050012492,7
15.3683035714286,3.93435625413382,7
30.796875,3.91093384337046,7
46.2254464285714,3.89890691315945,7
61.6540178571428,3.89206232970144,7
77.0825892857143,3.8870979752051,7
92.5111607142857,3.88260868048464,7
107.939732142857,3.8779622982314,7
123.368303571429,3.87282271701873,7
138.796875,3.86704804686353,7
154.225446428571,3.86065008073426,7
169.654017857143,3.85373550228891,7
185.082589285714,3.84644901461344,7
200.511160714286,3.83893656459308,7
215.939732142857,3.83132724186394,7
231.368303571428,3.82372668653473,7
246.796875,3.81621645620154,7
262.225446428571,3.80885612619973,7
277.654017857143,3.80168640082274,7
293.082589285714,3.79473234296209,7
308.511160714286,3.78800627026676,7
323.939732142857,3.78151009530428,7
339.368303571429,3.77523700639088,7
354.796875,3.76917246573663,7
370.225446428571,3.76329461816021,7
385.654017857143,3.75757445338476,7
401.082589285714,3.75197650733903,7
416.511160714286,3.74646130620526,7
431.939732142857,3.74099034415322,7
447.368303571429,3.73553228879148,7
462.796875,3.73006661940904,7
478.225446428572,3.72458183068171,7
493.654017857143,3.71907024087636,7
509.082589285714,3.71352443766196,7
524.511160714286,3.70793748291918,7
539.939732142857,3.70230433628432,7
555.368303571429,3.69662153583918,7
570.796875,3.69088562226793,7
586.225446428572,3.68509258590257,7
601.654017857143,3.67923860703947,7
617.082589285715,3.67332043703553,7
632.511160714286,3.66733487568542,7
647.939732142857,3.66127848504489,7
663.368303571429,3.65514807166268,7
678.796875,3.64894114437318,7
694.225446428572,3.64265594028168,7
709.654017857143,3.63629158941553,7
725.082589285715,3.62984865367796,7
740.511160714286,3.62332955059718,7
755.939732142858,3.616738681319,7
771.368303571429,3.61008259492638,7
786.796875,3.60337022216449,7
802.225446428572,3.59661286490677,7
817.654017857143,3.58982392532786,7
833.082589285715,3.58301862701649,7
848.511160714286,3.57621377816841,7
863.939732142858,3.56942751017484,7
879.368303571429,3.56267913177114,7
894.796875000001,3.55598930723616,7
910.225446428572,3.54938051244008,7
925.654017857143,3.5428773876888,7
941.082589285715,3.53650636388814,7
956.511160714286,3.53029400579179,7
971.939732142858,3.52426414164463,7
987.368303571429,3.51843471251413,7
1002.796875,3.51281557598933,7
1018.22544642857,3.50740794546925,7
1033.65401785714,3.50220529961252,7
1049.08258928571,3.49719511290984,7
1064.51116071429,3.49236076645495,7
1079.93973214286,3.48768324894134,7
1095.36830357143,3.48314250595624,7
1110.796875,3.47871844437539,7
1126.22544642857,3.47439165518127,7
1141.65401785714,3.47014392039261,7
1157.08258928571,3.46595855101635,7
1172.51116071429,3.46182058332472,7
1187.93973214286,3.45771685005327,7
1203.36830357143,3.45363594327077,7
1218.796875,3.44956809298001,7
1234.22544642857,3.44550499320944,7
1249.65401785714,3.44143960920377,7
1265.08258928571,3.43736599285838,7
1280.51116071428,3.43327912121379,7
1295.93973214286,3.42917476022946,7
1311.36830357143,3.42504934842447,7
1326.796875,3.42089989413862,7
1342.22544642857,3.41672388388079,7
1357.65401785714,3.41251920314213,7
1373.08258928571,3.40828407187224,7
1388.51116071428,3.40401699440506,7
1403.93973214286,3.39971672051499,7
1419.36830357143,3.39538221324846,7
1434.796875,3.39101262083343,7
1450.22544642857,3.38660725248949,7
1465.65401785714,3.38216555896261,7
1481.08258928571,3.37768711743007,7
1496.51116071428,3.37317161859156,7
1511.93973214285,3.36861885325828,7
1527.36830357143,3.36402869687339,7
1542.796875,3.35940109154297,7
1558.22544642857,3.35473602475706,7
1573.65401785714,3.35003350240151,7
1589.08258928571,3.34529351279744,7
1604.51116071428,3.34051597943949,7
1619.93973214285,3.33570070170013,7
1635.36830357143,3.33084728315083,7
1650.796875,3.32595504642215,7
1666.22544642857,3.32102293409248,7
1681.65401785714,3.31604939881892,7
1697.08258928571,3.31103229164393,7
1712.51116071428,3.3059687624928,7
1727.93973214285,3.30085519106606,7
1743.36830357142,3.29568717237148,7
1758.796875,3.29045959019083,7
1774.22544642857,3.28516681864438,7
1789.65401785714,3.27980308576298,7
1805.08258928571,3.27436300196036,7
1820.51116071428,3.26884219416737,7
1835.93973214285,3.26323790103036,7
1851.36830357142,3.25754931083751,7
1866.796875,3.25177742346781,7
1882.22544642857,3.24592434078571,7
1897.65401785714,3.23999210947268,7
1913.08258928571,3.2339814323969,7
1928.51116071428,3.2278905967354,7
1943.93973214285,3.22171482805742,7
1959.36830357142,3.21544609027431,7
1974.79687499999,3.20907322499903,7
1990.22544642857,3.20258227136409,7
2005.65401785714,3.19595680665442,7
2021.08258928571,3.18917819572213,7
2036.51116071428,3.182225689984,7
2051.93973214285,3.17507632816237,7
2067.36830357142,3.16770457493878,7
2082.79687499999,3.16008157661403,7
2098.22544642857,3.15217378128399,7
2113.65401785714,3.14394044968484,7
2129.08258928571,3.13532922435478,7
2144.51116071428,3.12626840458575,7
2159.93973214285,3.11665395266741,7
2175.36830357142,3.10632935048786,7
2190.796875,3.09505994380627,7
2206.22544642857,3.08251782928939,7
2221.65401785714,3.06832417272428,7
2237.08258928571,3.05220066260356,7
2252.51116071428,3.03416798810771,7
2267.93973214285,3.01460017436328,7
2283.36830357142,2.9940698298225,7
2298.796875,2.97312566513886,7
2314.22544642857,2.95213384912952,7
2329.65401785714,2.93121281784829,7
2345.08258928571,2.91023875069651,7
2360.51116071428,2.88888494087667,7
2375.93973214285,2.86666101792427,7
2391.36830357143,2.84293277266155,7
2406.796875,2.81692159907929,7
2422.22544642857,2.78769323071969,7
2437.65401785714,2.75414337668712,7
2453.08258928571,2.7149778821158,7
2468.51116071428,2.66867853586183,7
2483.93973214286,2.61344830394879,7
2499.36830357143,2.54713565384407,7
2514.796875,2.46713926640152,7
2530.22544642857,2.3702912984082,7
2545.65401785714,2.25271230990359,7
2561.08258928571,2.10962415621328,7
2576.51116071428,2,6.36489486495652
2591.93973214286,2,4.86334369107792
2607.36830357143,2,4.03583058941927
2622.796875,2,3.44266919546556
2638.22544642857,2,2.97798776920924
2653.65401785714,2,2.59841801744861
2669.08258928571,2,2.28078119798188
2684.51116071429,2,2.01076318518247
2699.93973214286,2,1.77874001348883
2715.36830357143,2,1.5778470891157
2730.796875,2,1.40294822738373
2746.22544642857,2,1.25004575871073
2761.65401785714,2,1.11593029657705
2777.08258928571,2,0.99796555108631
2792.51116071429,2,0.893950543607527
2807.93973214286,2,0.802027093183182
2823.36830357143,2,0.720614564779352
2838.796875,2,0.648361643836082
2854.22544642857,2,0.584109187588204
2869.65401785714,2,0.526860600150909
2885.08258928572,2,0.475757551685115
2900.51116071429,2,0.430059671524705
2915.93973214286,2,0.389127333751126
2931.36830357143,2,0.352406951865935
2946.796875,2,0.319418380107267
2962.22544642857,2,0.289744126324358
2977.65401785714,2,0.263020143170127
2993.08258928572,2,0.238927999447846
3008.51116071429,2,0.217188252727326
3023.93973214286,2,0.197554871241453
3039.36830357143,2,0.179810525104039
3054.796875,2,0.163762657424364
3070.22544642857,2,0.149240172119191
3085.65401785715,2,0.136090652384089
3101.08258928572,2,0.124178013843894
3116.51116071429,2,0.113380515530225
